"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"115","Tuberculosis","134/179",0.00107635712395098,0.00288276516675566,0,0,1.69135704805351,11.5590266250375,"CALML6;CALML3;CALML4;TNF;LAMP1;AKT2;LAMP2;AKT3;AKT1;IL12B;EP300;HLA-DOA;HLA-DOB;RFX5;RAF1;ATP6V0D1;ATP6V0D2;RAB5B;RAB5C;BCL10;CORO1A;C3;CYP27B1;PPP3R1;PPP3R2;IRAK1;IRAK2;ATP6V0A2;ATP6V1H;FADD;HLA-DQA1;ATP6V0A1;HSPA9;PLK3;TGFB2;CREBBP;HLA-DRB5;TGFB1;TGFB3;VDR;RFXANK;NFKB1;IL6;CD209;RFXAP;BCL2;HLA-DRA;CYCS;CALM3;CALM1;CALM2;RAB5A;MYD88;HLA-DRB1;CIITA;TRADD;LSP1;TCIRG1;CTSS;CASP9;EEA1;MRC2;PPP3CA;PPP3CB;FCGR3A;CASP8;PPP3CC;FCGR3B;CASP10;CASP3;ITGAX;JAK2;CTSD;HLA-DPA1;JAK1;IL10;ATP6V0B;ARHGEF12;ATP6AP1;APAF1;KSR1;SYK;RIPK2;IFNGR1;SPHK1;IFNGR2;IL18;IRAK4;TIRAP;RHOA;TNFRSF1A;TLR1;IL1A;CREB1;TRAF6;IL1B;PIK3C3;TLR6;ATP6V0C;TLR4;TLR2;RAB7A;CEBPB;CAMK2D;SRC;CEBPG;CAMK2A;NOD2;RELA;MALT1;HSPD1;MAPK9;MAPK8;MAPK1;BID;CAMK2G;MAPK3;CD74;NOS2;NFYA;BAD;IL10RB;STAT1;NFYB;IFNB1;IL10RA;NFYC;MAPK14;MAPK12;MAPK13;MAPK10;MAPK11;FCGR2A;BAX"
"116","Fc gamma R-mediated phagocytosis","72/91",0.0012093545979531,0.00321104496697893,0,0,2.14964554580973,14.4406060656342,"NCF1;ARPC1B;ARPC1A;ARPC5L;INPPL1;PIK3CD;PIK3CB;WASL;CRKL;FCGR3A;CFL2;AKT2;AKT3;CFL1;RAC2;AKT1;RAC1;VAV3;MAP2K1;SYK;PLA2G4D;PLA2G4E;PRKCB;SPHK1;PRKCE;PLA2G4B;PRKCD;PLA2G4A;PRKCA;GAB2;VAV2;DNM2;PIK3CA;RAF1;PLPP3;CRK;PLPP1;ARF6;PIK3R3;PIK3R2;ASAP1;ASAP2;PIK3R1;PLD1;PLD2;CDC42;PAK1;SCIN;PLCG2;PIP5K1A;MAPK1;PIP5K1B;PLCG1;PIP5K1C;WASF1;WASF2;WASF3;MAPK3;LYN;VASP;MARCKSL1;GSN;MYO10;LIMK1;ARPC4;ARPC5;MARCKS;FCGR2A;RPS6KB1;ARPC2;ARPC3;RPS6KB2"
"117","Melanogenesis","79/101",0.00133554864155637,0.00351580326153302,0,0,2.03728089018732,13.48356654034,"GSK3B;WNT2B;CALML6;CALML3;FZD10;CALML4;EDNRB;CREB3L1;CREB3L2;EP300;PRKACA;PRKACB;HRAS;MAP2K1;EDN1;MAP2K2;PRKCB;WNT5A;WNT9B;MITF;PRKCA;WNT9A;WNT16;ADCY9;CREB1;DCT;KIT;RAF1;PLCB1;CAMK2D;TCF7;LEF1;TYRP1;CAMK2A;GNAI3;ADCY3;WNT8B;ADCY2;ADCY1;ADCY7;ADCY6;GNAI1;ADCY5;GNAI2;NRAS;WNT11;DVL1;DVL2;DVL3;MAPK1;WNT1;WNT2;CAMK2G;WNT4;MAPK3;FZD1;TCF7L2;CREBBP;WNT10A;FZD3;FZD2;FZD5;FZD4;WNT3A;FZD7;WNT7B;FZD6;FZD9;WNT7A;GNAO1;POMC;KITLG;GNAQ;GNAS;CTNNB1;CALM3;KRAS;CALM1;CALM2"
"118","cGMP-PKG signaling pathway","124/166",0.00186096530197585,0.00485743485600477,0,0,1.67630640905481,10.5383683595701,"ATF2;GUCY1B1;CALML6;IRS1;IRS4;CALML3;IRS2;CALML4;MYLK3;SLC8A1;MYLK;MYLK4;PPP1CB;PPP1CC;NPPC;RGS2;EDNRB;CREB3L1;ADORA3;AKT2;CREB3L2;AKT3;AKT1;GTF2I;MEF2A;GUCY1A2;GUCY1A1;MAP2K1;MEF2C;MAP2K2;PRKCE;ATP1B4;ATP1B3;ATP1B2;ATP1B1;ADCY9;PPIF;AGTR1;VDAC3;VDAC2;VDAC1;RAF1;MYL9;ATF4;NPR1;ITPR1;ITPR2;ITPR3;ADRB1;CACNA1C;ADRB2;PIK3R6;PIK3R5;PPP3R1;PPP3R2;KCNMB1;KCNMB3;KCNMB4;VASP;INSR;NFATC3;NFATC2;GNAQ;PDE3A;CALM3;MRVI1;CALM1;CALM2;PDE3B;ATP2A3;ATP2A2;PIK3CG;PPP3CA;PPP3CB;PPP3CC;BDKRB2;PRKG2;PRKG1;PPP1R12A;ADRA2B;ADRA2A;RHOA;CREB1;ADRB3;KCNMA1;PDE5A;SLC25A5;PLCB1;SLC25A4;CREB5;SLC25A6;OPRD1;ROCK1;ATF6B;ROCK2;SRF;GNAI3;ATP1A3;ADCY3;ATP1A2;ADCY2;ADCY1;ATP1A1;ADCY7;ADCY6;GNAI1;ADCY5;GNAI2;GNA13;GNA11;GNA12;MAPK1;MEF2D;MAPK3;KCNJ8;BAD;NOS3;ATP2B4;ATP2B3;ATP2B2;ATP2B1;PPP1CA;SLC8A3;SLC25A31"
"119","Progesterone-mediated oocyte maturation","77/99",0.00204309448877807,0.00528800926507265,0,0,1.98539140022051,12.2961041376516,"HSP90AB1;PDE3B;ARAF;PIK3CD;PIK3CB;IGF1R;STK10;RPS6KA3;RPS6KA6;CDC23;AKT2;RPS6KA2;AKT3;CDC27;RPS6KA1;SPDYE1;AKT1;PRKACA;PRKACB;MAP2K1;HSP90AA1;ANAPC7;KIF22;CDC25C;CDC25A;CDC25B;CCNA2;CCNA1;ADCY9;PIK3CA;ANAPC4;PGR;RAF1;ANAPC1;ANAPC2;ANAPC13;GNAI3;PIK3R3;ADCY3;PIK3R2;ADCY2;PIK3R1;ADCY1;PKMYT1;ADCY7;ANAPC10;ADCY6;GNAI1;ANAPC11;AURKA;ADCY5;GNAI2;CCNB2;MAPK9;CCNB1;FZR1;MAPK8;MAPK1;BUB1;MAPK3;PLK1;BRAF;IGF1;MAPK14;MAPK12;MAPK13;MAPK10;MAD2L2;MAPK11;CPEB1;CDK2;CDK1;KRAS;CPEB3;CPEB2;CPEB4;MAD2L1"
"120","Long-term depression","49/60",0.00211349422838524,0.00542463518618877,0,0,2.52515251525153,15.5534563930767,"GUCY1B1;ARAF;GRM1;IGF1R;PPP2R1B;PPP2R1A;PRKG2;NOS1;HRAS;PRKG1;GUCY1A2;GUCY1A1;GRID2;MAP2K1;MAP2K2;PLA2G4D;PLA2G4E;PRKCB;PLA2G4B;PLA2G4A;PRKCA;JMJD7-PLA2G4B;CRH;RAF1;PLCB1;GRIA1;GNAZ;ITPR1;GNAI3;ITPR2;CACNA1A;ITPR3;GNAI1;GNAI2;PPP2CA;GNA13;PPP2CB;NRAS;GNA11;GNA12;MAPK1;MAPK3;LYN;BRAF;IGF1;GNAO1;GNAQ;GNAS;KRAS"
"121","Leukocyte transendothelial migration","86/112",0.00229915951437243,0.00585240603658436,0,0,1.87659208157277,11.4006940788322,"ITGB1;ITK;NCF1;CTNND1;NCF4;PIK3CD;PIK3CB;F11R;ARHGAP5;ITGAL;CLDN1;ARHGAP35;ACTB;ACTG1;ICAM1;CDH5;RASSF5;RAC2;RAC1;VAV3;ITGA4;PRKCB;ACTN1;MMP2;CYBB;RHOH;CYBA;PRKCA;ACTN4;MMP9;RHOA;VAV2;CLDN11;MYL5;CLDN5;CLDN4;PIK3CA;CLDN15;MYL2;CLDN7;CLDN19;CLDN16;EZR;MYL9;VCL;RAPGEF3;ROCK1;ROCK2;TXK;PXN;GNAI3;PIK3R3;CXCR4;PIK3R2;PIK3R1;THY1;MYL12A;GNAI1;MYL12B;GNAI2;RAP1B;CDC42;RAP1A;PLCG2;CTNNA1;PTK2B;CTNNA3;PLCG1;CD99;JAM2;JAM3;VASP;VCAM1;MSN;PTPN11;MAPK14;PTK2;MAPK12;MAPK13;AFDN;MAPK11;OCLN;CXCL12;CTNNB1;BCAR1;SIPA1"
"122","Tight junction","126/170",0.00279771585412931,0.00706308592681826,0,0,1.62572319766564,9.55754858112518,"PATJ;PPP2R2A;F11R;CLDN1;ACTB;AMOT;ACTG1;STK11;CCND1;PPP2R1B;PPP2R1A;SYNPO;PRKACA;BVES;PRKACB;MAP3K5;MAGI1;PRKAB2;PRKCI;ACTN1;MYH15;PRKCE;SCRIB;ACTN4;PRKAB1;RUNX1;TIAM1;CLDN5;MYL6;CLDN4;MYL2;PARD3;CLDN7;EZR;MYL9;LLGL1;LLGL2;NEDD4L;ARHGAP17;CD1D;PRKCZ;ACTR3B;MYL12A;MYL12B;SLC9A3R1;RAP1A;MYH14;SYMPK;MYH11;MAP2K7;MYH10;VASP;JUN;HSPA4;RDX;MSN;CGN;TJAP1;AFDN;OCLN;DLG1;DLG2;DLG3;CDK4;AMOTL2;AMOTL1;NF2;ITGB1;PRKAG1;WASL;YBX3;TUBA1C;EPB41L4B;TUBA1B;TUBA1A;RAC1;CGNL1;RAB8A;RAB8B;ACTR3;ACTR2;ARHGEF18;RHOA;CLDN11;RAP2C;MYH2;CLDN15;CTTN;CLDN19;RAPGEF2;MYH9;HCLS1;CLDN16;ARHGEF2;RAPGEF6;PRKAA1;PCNA;PRKAA2;ROCK1;TUBAL3;ROCK2;SRC;PARD6G;PPP2CA;CDC42;PPP2CB;MAPK9;PARD6B;MAPK8;MARVELD2;MARVELD3;ERBB2;WHAMM;JAM2;JAM3;MAP3K1;MPP5;MAPK10;TJP1;PPP2R2C;PPP2R2B;NEDD4;PPP2R2D;RAB13;TJP3;TJP2"
"123","Pertussis","60/76",0.00333935095612534,0.00836195198769597,0,0,2.12613055446323,12.1231513803035,"ITGB1;CXCL6;CXCL8;CALML6;CALML3;CALML4;C4BPB;TNF;CXCL5;PYCARD;CASP7;CFL2;CASP3;CFL1;CASP1;IL12B;IL10;IRAK4;FOS;RHOA;TIRAP;IL1A;IRF3;IL1B;IRF1;TRAF6;IRF8;SERPING1;ITGA5;TLR4;C1S;GNAI3;LY96;RELA;GNAI1;GNAI2;C2;C3;MAPK9;C5;MAPK8;IRAK1;NLRP3;MAPK1;MAPK3;JUN;NOS2;MAPK14;MAPK12;NFKB1;MAPK13;MAPK10;MAPK11;IL6;CALM3;SFTPA1;CALM1;CALM2;MYD88;C1QC"
"124","Nucleotide excision repair","39/47",0.00345471261422687,0.00858106036436996,0,0,2.76247448178392,15.657749575868,"GTF2H2C;PCNA;CCNH;XPC;POLD3;POLD1;POLD2;POLE;RFC5;RFC3;RFC4;LIG1;RFC1;RFC2;RPA1;RPA2;GTF2H1;RAD23A;GTF2H2;GTF2H3;RAD23B;GTF2H4;BIVM-ERCC5;GTF2H5;RBX1;DDB2;CUL4A;DDB1;CDK7;ERCC3;ERCC4;RPA3;ERCC1;POLE2;POLE3;ERCC2;ERCC8;MNAT1;CUL4B"
"125","Salmonella infection","67/86",0.00362935380392474,0.00894272777287056,0,0,1.99957755578749,11.235027736423,"CXCL8;ARPC1B;ARPC1A;ARPC5L;WASL;CXCL3;CXCL2;ACTB;ACTG1;PYCARD;CASP1;RAC1;IFNGR1;IFNGR2;RHOG;IL18;FOS;IL1A;DYNC1LI2;IL1B;MYH9;TLR5;PFN1;TLR4;PFN2;RAB7A;DYNC1I2;ROCK1;ROCK2;PKN3;KLC1;RELA;CDC42;MAPK9;MAPK8;KLC2;CCL4;CCL3;MYH14;FLNA;MAPK1;FLNB;FLNC;WASF1;WASF2;MYH10;DYNC1I1;MAPK3;DYNC1H1;JUN;NOS2;ARPC4;ARPC5;MAPK14;MAPK12;NFKB1;MAPK13;MAPK10;TJP1;MAPK11;IL6;ARPC2;ARPC3;PLEKHM2;PKN2;PKN1;MYD88"
"126","beta-Alanine metabolism","27/31",0.00385513388336129,0.00942366060377205,0,0,3.82348211484154,21.252250064836,"ECHS1;GADL1;ABAT;CNDP1;SRM;CNDP2;ALDH1B1;ALDH2;ALDH3B1;CARNS1;ACADM;MLYCD;HIBCH;AOC3;AOC2;SMOX;GAD1;GAD2;ALDH3A2;ALDH1A3;HADHA;ALDH6A1;EHHADH;DPYD;SMS;ALDH7A1;ALDH9A1"
"127","Chemokine signaling pathway","139/190",0.00402692947030024,0.00976609666812973,0,0,1.54737786219268,8.53340378539154,"NCF1;CXCL14;CRKL;PREX1;AKT2;AKT3;AKT1;PRKACA;PRKACB;MAP2K1;PRKCB;PRKCD;TIAM1;ADCY9;PARD3;ELMO1;RAF1;SHC4;SHC3;SHC1;PXN;PIK3R3;PIK3R2;PIK3R1;FOXO3;PRKCZ;PIK3R6;PIK3R5;RAP1B;GRK3;GRK2;RAP1A;GRK5;GRK4;GRK7;GRK6;LYN;CCR1;STAT5B;BRAF;GNG12;GNG11;NFKB1;PTK2;NFKBIA;CXCL10;CXCL11;CXCL12;GNB2;GNB1;GNB4;GNB3;GRB2;GNB5;NFKBIB;ITK;GSK3B;CXCL6;GSK3A;CXCL8;PIK3CD;ARRB1;PIK3CB;WASL;ARRB2;CXCL3;CXCL2;CX3CL1;CXCL5;PIK3CG;IKBKB;RAC2;RAC3;CCR7;CCR6;RAC1;IKBKG;CCR5;JAK2;CCR4;HRAS;JAK3;CCR2;VAV3;CHUK;RHOA;VAV2;PIK3CA;SOS1;PLCB1;SOS2;CRK;CX3CR1;CCL11;ROCK1;ROCK2;SRC;GNAI3;ADCY3;CXCR4;ADCY2;ADCY1;CXCR6;ADCY7;RELA;ADCY6;GNAI1;ADCY5;GNAI2;CDC42;NRAS;PAK1;GNG3;GNG2;GNG5;GNG4;GNG7;CCL5;CXCR2;CCL4;CCL3;GNG8;PTK2B;CCL2;MAPK1;CCL16;CCL15;MAPK3;CCL25;CCL22;BAD;CCL20;STAT1;STAT2;STAT3;KRAS;CCL28;BCAR1;PF4"
"128","Fc epsilon RI signaling pathway","54/68",0.00418813071071232,0.0100397125854828,0,0,2.1864520983301,11.9719201604135,"PIK3CD;PIK3CB;TNF;AKT2;AKT3;RAC2;AKT1;RAC3;RAC1;HRAS;VAV3;MAP2K3;MAP2K4;MAP2K1;MAP2K2;SYK;PLA2G4D;PLA2G4E;PDPK1;PLA2G4B;PLA2G4A;PRKCA;GAB2;VAV2;PIK3CA;JMJD7-PLA2G4B;BTK;LCP2;RAF1;SOS1;SOS2;PIK3R3;PIK3R2;PIK3R1;MAPK9;NRAS;MAPK8;PLCG2;MAPK1;FYN;PLCG1;MAP2K7;MAPK3;MAP2K6;LYN;MAPK14;MAPK12;MAPK13;MAPK10;MAPK11;IL5;ALOX5AP;KRAS;GRB2"
"129","Vibrio cholerae infection","41/50",0.00420494455690677,0.0100397125854828,0,0,2.58150533130901,14.1246913718473,"ERO1A;ATP6V1A;ARF1;KDELR1;ADCY3;TCIRG1;ACTB;ACTG1;SEC61A2;SEC61A1;PLCG2;ATP6V0A2;ATP6V1H;PLCG1;ATP6V1E1;PRKACA;ATP6V1G3;ATP6V0E2;ATP6V1E2;PRKACB;ATP6V1D;ATP6V1C1;ATP6V1F;ATP6V0A1;SLC12A2;ATP6V1G1;ATP6V0B;ATP6V1G2;ATP6V0E1;ATP6AP1;PRKCA;TJP1;ADCY9;ATP6V1B2;GNAS;KDELR2;ATP6V0D1;ATP6V0C;ATP6V0D2;ATP6V1B1;TJP2"
"130","Synaptic vesicle cycle","61/78",0.00462465734680035,0.0109568804831885,0,0,2.03429290545855,10.9370767609515,"SNAP25;RAB3A;CLTC;CLTB;CLTA;AP2A1;TCIRG1;SLC6A1;AP2A2;SLC6A2;SLC6A4;ATP6V1E1;ATP6V1E2;SLC18A2;AP2M1;UNC13B;NSF;UNC13C;ATP6V1G1;ATP6V0B;UNC13A;ATP6V1G2;ATP6V0E1;SLC6A13;DNM1;DNM2;DNM3;STX1B;ATP6V1B2;ATP6V0D1;ATP6V0C;ATP6V0D2;STX1A;VAMP2;ATP6V1B1;NAPA;ATP6V1A;STXBP1;SLC1A1;SLC1A2;CACNA1B;SLC1A3;CACNA1A;CPLX2;SLC1A7;CPLX1;AP2S1;ATP6V0A2;ATP6V1H;SLC17A7;STX3;STX2;ATP6V1G3;ATP6V0E2;ATP6V1D;ATP6V1C1;ATP6V1F;ATP6V0A1;SYT1;AP2B1;SLC6A9"
"131","cAMP signaling pathway","153/212",0.0062895008767981,0.0147875287790368,0,0,1.4722719813938,7.462760524443,"CHRM2;CHRM1;CALML6;HHIP;CALML3;CALML4;PPP1CB;LIPE;PPP1CC;HTR6;CREB3L1;AKT2;CREB3L2;AKT3;AKT1;PLCE1;EP300;SOX9;PRKACA;PRKACB;GHSR;MAP2K1;MAP2K2;F2R;ATP1B4;ATP1B3;ATP1B2;ATP1B1;TIAM1;ADCYAP1;ADCY9;ORAI1;RAF1;MYL9;GRIA1;ADCYAP1R1;SUCNR1;GIPR;NPR1;PIK3R3;PIK3R2;ADRB1;PIK3R1;ADRB2;CACNA1C;PLD1;SLC9A1;PLD2;RAP1B;HCAR3;GRIN2A;MC2R;RAP1A;HCAR1;RRAS;CREBBP;JUN;HTR1F;BDNF;PTCH1;BRAF;GRIN2B;NFKB1;GRIN2D;NFKBIA;AFDN;GRIN3A;FXYD1;PDE3A;GNAS;CALM3;CALM1;CALM2;GLP1R;RYR2;PDE3B;PIK3CD;ATP2A2;PIK3CB;GLI3;RAC2;PDE4B;RAC3;CNGA2;PDE4A;FFAR2;RAC1;CNGA4;AMH;VAV3;ABCC4;EDN1;EDN2;PPP1R12A;EDN3;FSHB;PDE4D;PDE4C;RRAS2;ARAP3;FOS;SSTR1;SSTR2;RHOA;VAV2;CREB1;PIK3CA;ADORA2A;ACOX1;CNGB3;ACOX3;PPARA;RAPGEF3;CREB5;CAMK2D;ROCK1;ROCK2;PTGER2;PTGER3;CAMK2A;GNAI3;ADCY3;ATP1A3;ADCY2;ATP1A2;ADCY1;ATP1A1;ADCY7;ADCY6;GNAI1;RELA;ADCY5;GNAI2;MAPK9;PAK1;MAPK8;MAPK1;CAMK2G;MAPK3;GABBR2;GABBR1;BAD;ATP2B4;ATP2B3;ATP2B2;ATP2B1;PPP1CA;MAPK10;POMC;PDE10A;SST;CAMK4;HCN2"
"132","Homologous recombination","34/41",0.00641885323377314,0.0149773242121373,0,0,2.75165663157187,13.8917819841278,"BLM;MRE11;ABRAXAS1;BRCC3;BRCA1;BRCA2;RAD54B;BABAM1;POLD3;BABAM2;BRIP1;EME1;POLD1;POLD2;RBBP8;RAD54L;NBN;TOPBP1;BARD1;XRCC2;TOP3A;XRCC3;RPA1;RPA2;PALB2;RAD51B;RAD52;SEM1;RAD50;RAD51D;RAD51C;RAD51;RPA3;ATM"
"133","Thyroid cancer","31/37",0.00683685227217305,0.015793630857688,0,0,2.9267236869638,14.5909697706235,"CDKN1A;TCF7;LEF1;RXRB;NRAS;RXRA;CCND1;TFG;CDH1;MYC;TPR;MAPK1;POLK;BAK1;HRAS;MAPK3;TCF7L2;MAP2K1;MAP2K2;TPM3;GADD45A;NCOA4;BRAF;DDB2;PAX8;CCDC6;BAX;CTNNB1;PPARG;KRAS;TP53"
"134","IL-17 signaling pathway","71/93",0.0068712549835396,0.015793630857688,0,0,1.82982095832379,9.11325587904505,"GSK3B;CXCL6;CSF3;CXCL8;HSP90AB1;TRAF3IP2;TRADD;TNFAIP3;CXCL3;CXCL2;TNF;ELAVL1;CXCL5;IKBKB;CASP8;TBK1;CASP3;IKBKG;MAP3K7;IKBKE;HSP90AA1;CHUK;MMP3;TRAF2;FOS;MMP9;IL17RB;IL17RA;MMP13;TRAF4;TRAF3;IL1B;TRAF6;TRAF5;S100A9;S100A8;CEBPB;CCL11;SRSF1;PTGS2;RELA;HSP90B1;MAPK9;MAPK8;MAPK7;CCL2;MAPK1;FADD;MAPK6;MAPK4;MAPK3;USP25;JUN;JUND;CCL20;MAPK14;MUC5B;MAPK12;NFKB1;MAPK13;NFKBIA;MAPK10;FOSL1;MAPK11;CXCL10;IL6;IL5;FOSB;TAB3;IL17F;TAB2"
"135","Valine, leucine and isoleucine degradation","39/48",0.00708287870328303,0.0161594565971198,0,0,2.45519262981575,12.1533873069384,"ECHS1;ACAA2;HIBADH;ABAT;HSD17B10;AACS;ACAT1;HMGCL;AUH;ALDH1B1;ALDH2;OXCT1;DBT;AOX1;HMGCS2;ACADM;MMUT;HADH;HMGCLL1;HIBCH;BCKDHA;ACAD8;MCCC2;HMGCS1;AGXT2;ACADSB;HADHB;ALDH3A2;HADHA;ALDH6A1;PCCA;IVD;EHHADH;PCCB;BCAT1;ALDH7A1;DLD;BCAT2;ALDH9A1"
"136","Base excision repair","28/33",0.00715435888871941,0.0162025186597469,0,0,3.1718835804503,15.6692110606514,"FEN1;PCNA;OGG1;HMGB1;UNG;POLB;POLD3;NTHL1;POLD1;TDG;POLD2;POLL;POLE;MBD4;PARP3;PARP4;LIG1;PARP1;PARP2;XRCC1;APEX2;LIG3;SMUG1;NEIL3;NEIL2;POLE2;APEX1;POLE3"
"137","Fatty acid degradation","36/44",0.00776546288601712,0.0174581209408268,0,0,2.54937593217678,12.3850447267069,"GCDH;ACADVL;ECHS1;ACAA2;ADH1C;ADH1B;CYP4A22;ECI2;ADH5;ACAT1;ADH4;ACADL;ALDH1B1;CPT2;ALDH2;ACADM;HADH;CPT1A;ACSL1;CYP4A11;ACSL6;ACSL5;ACSL4;ACSL3;CPT1C;CPT1B;ACADSB;HADHB;ALDH3A2;HADHA;ACOX1;EHHADH;ACSBG1;ACOX3;ALDH7A1;ALDH9A1"
"138","Th1 and Th2 cell differentiation","70/92",0.0083297295898096,0.0185909906787055,0,0,1.80390683696469,8.63696935355132,"MAML2;MAML1;CD3G;RBPJ;CD3D;IKBKB;PPP3CA;PPP3CB;PPP3CC;IL12B;IKBKG;HLA-DOA;JAK2;HLA-DOB;JAK3;HLA-DPA1;JAK1;CHUK;IFNGR1;IFNGR2;TYK2;FOS;RUNX3;MAF;MAML3;RBPJL;NOTCH2;NOTCH3;NOTCH1;GATA3;IL2RG;DLL1;RELA;DLL3;DLL4;MAPK9;PPP3R1;MAPK8;PPP3R2;MAPK1;STAT6;PLCG1;HLA-DQA1;IL12RB2;MAPK3;JAG2;STAT5A;STAT5B;JUN;HLA-DRB5;JAG1;STAT1;NFATC3;NFATC2;MAPK14;MAPK12;NFKB1;MAPK13;NFKBIA;MAPK10;MAPK11;CD4;IL5;IL2RA;IL2RB;HLA-DRA;CD247;NFKBIE;HLA-DRB1;NFKBIB"
"139","NF-kappa B signaling pathway","72/95",0.00883216446959033,0.0195705514865743,0,0,1.77480841567723,8.39369935220261,"CXCL8;TRADD;TNFAIP3;TNFRSF13C;CXCL2;TNF;TNFSF13B;ICAM1;IKBKB;PIDD1;PLAU;TRIM25;ERC1;IKBKG;MAP3K7;PIAS4;CARD10;SYK;CSNK2A1;CHUK;PARP1;IL1R1;DDX58;PRKCB;CSNK2A3;CSNK2A2;TRAF2;IRAK4;TRAF1;TIRAP;TNFRSF1A;TRAF3;IL1B;TRAF6;TRAF5;BTK;TLR4;CARD14;BIRC2;BIRC3;BCL2A1;LY96;XIAP;TNFRSF11A;BCL10;PTGS2;RELA;MALT1;IRAK1;CCL4;PLCG2;RIPK1;PLCG1;LYN;UBE2I;VCAM1;TNFSF14;CFLAR;NFKB1;NFKB2;NFKBIA;CXCL12;CD40LG;BCL2;TAB3;ATM;TAB2;LTBR;TAB1;MAP3K14;MYD88;BCL2L1"
"140","Estrogen signaling pathway","101/137",0.00905725083554264,0.0199259518381938,0,0,1.59137911384637,7.48614914824343,"ATF2;CALML6;CALML3;CALML4;CREB3L1;AKT2;CREB3L2;AKT3;AKT1;PRKACA;PRKACB;MAP2K1;MAP2K2;PRKCD;KRT9;ADCY9;PGR;FKBP4;RAF1;FKBP5;ATF4;SHC4;SHC3;SHC1;ITPR1;ITPR2;PIK3R3;TGFA;ITPR3;PIK3R2;PIK3R1;HSP90B1;KRT33B;HSPA8;JUN;HSPA6;HSPA2;ESR1;ESR2;GNAO1;SP1;GNAQ;GNAS;BCL2;CALM3;GRB2;CALM1;CALM2;HSP90AB1;PIK3CD;PIK3CB;GRM1;GPER1;CTSD;HRAS;NCOA1;NCOA2;HSP90AA1;NCOA3;MMP2;KRT32;OPRM1;FOS;KRT31;MMP9;CREB1;PIK3CA;RARA;SOS1;PLCB1;SOS2;CREB5;HBEGF;ATF6B;SRC;GNAI3;ADCY3;ADCY2;ADCY1;ADCY7;EGFR;ADCY6;GNAI1;ADCY5;GNAI2;NRAS;MAPK1;MAPK3;KCNJ3;KCNJ5;GABBR2;KCNJ6;GABBR1;NOS3;POMC;KRT18;KRT16;KRAS;EBAG9;HSPA1B;HSPA1A"
"141","Sphingolipid metabolism","38/47",0.00913837892157316,0.0199618489918052,0,0,2.3920511545541,11.2313314546974,"ASAH1;ASAH2;CERK;SGMS1;GBA;SGMS2;GBA2;SMPD3;NEU3;UGCG;UGT8;SMPD2;SGPL1;SMPD4;SPTLC1;SPTLC2;SPTLC3;SMPD1;NEU1;KDSR;ARSA;CERS4;CERS5;CERS6;SPHK1;SGPP2;SGPP1;ACER2;GALC;GLB1;ACER3;DEGS1;PLPP3;B4GALT6;GLA;CERS1;PLPP1;CERS2"
"142","Fanconi anemia pathway","43/54",0.00939736199332968,0.0203830105207433,0,0,2.21490589209722,10.3376884515552,"BLM;WDR48;FAAP24;BRCA1;BRCA2;BRIP1;SLX4;EME1;EME2;REV3L;USP1;POLI;HES1;POLK;POLH;FAAP100;FANCI;RMI2;CENPX;FANCM;RMI1;FANCL;TOP3A;REV1;FANCA;RPA1;RPA2;FANCC;MLH1;FANCE;PALB2;FANCG;FANCF;RAD51C;RAD51;FANCD2;ERCC4;UBE2T;RPA3;ERCC1;FAN1;TELO2;ATR"
"143","Morphine addiction","69/91",0.0100684439401721,0.0216858792557553,0,0,1.77799679464247,8.17584997556787,"GABRB3;GABRB2;GABRB1;PDE3B;ARRB1;ARRB2;GABRR2;PDE4B;PDE4A;PDE8B;PRKACA;PRKACB;PRKCB;PDE4D;PDE4C;PRKCA;OPRM1;GABRG2;GABRG1;ADCY9;PDE1B;PDE1A;CACNA1B;GNAI3;ADCY3;CACNA1A;ADCY2;ADCY1;ADCY7;ADCY6;GNAI1;ADCY5;GNAI2;PDE11A;GNG3;GRK3;GNG2;GRK2;GNG5;GRK5;GRK4;GNG4;GNG7;GRK6;GNG8;KCNJ3;GABRA2;GABRQ;KCNJ5;GABBR2;GABRA1;KCNJ6;GABBR1;GABRA6;GABRA5;GABRA4;GNG12;GNG11;GNAO1;PDE10A;GNB2;GNB1;PDE3A;GNAS;GNB4;GNB3;PDE7B;GNB5;PDE7A"
"144","Leishmaniasis","57/74",0.0107570168622226,0.0230080638441983,0,0,1.90029878911779,8.61252848249828,"ITGB1;NCF1;NCF4;TNF;ELK1;FCGR3A;FCGR3B;IL12B;HLA-DOA;JAK2;MAP3K7;HLA-DOB;HLA-DPA1;JAK1;IL10;ITGA4;IFNGR1;PRKCB;IFNGR2;CYBB;CYBA;IRAK4;FOS;IL1A;IL1B;TRAF6;TLR4;TLR2;PTGS2;RELA;C3;IRAK1;MAPK1;HLA-DQA1;MAPK3;TGFB2;JUN;MARCKSL1;HLA-DRB5;TGFB1;NOS2;TGFB3;STAT1;MAPK14;MAPK12;NFKB1;MAPK13;NFKBIA;MAPK11;FCGR2A;HLA-DRA;PTPN6;TAB2;TAB1;MYD88;HLA-DRB1;NFKBIB"
